0.424 17663.000
10.424 7375.000
20.424 7287.000
30.425 7407.000
40.424 7455.000
50.425 7559.000
60.425 8343.000
70.425 9023.000
80.425 8735.000
90.425 9127.000
100.425 9215.000
110.425 9207.000
120.425 9215.000
130.425 9239.000
140.425 9231.000
150.425 9215.000
160.425 9239.000
170.425 9247.000
180.425 9255.000
190.425 9255.000
200.429 9263.000
210.423 9263.000
220.425 9255.000
230.424 9247.000
240.424 9239.000
250.425 9239.000
260.425 9239.000
270.425 9239.000
280.424 9239.000
290.425 9239.000
300.425 9239.000
310.424 9239.000
320.424 9239.000
330.424 9239.000
340.424 9239.000
350.424 9231.000
360.424 9231.000
370.424 9231.000
380.424 9215.000
390.424 9215.000
400.424 9215.000
410.424 9215.000
420.424 9215.000
430.424 9215.000
440.424 9215.000
450.424 9215.000
460.424 9215.000
470.424 9207.000
480.424 9199.000
490.424 9199.000
500.424 9199.000
510.424 9199.000
520.424 9199.000
530.424 9199.000
540.424 9199.000
550.424 9199.000
560.424 9199.000
570.424 9199.000
580.424 9199.000
590.424 9191.000
600.424 9191.000
610.424 9199.000
620.424 9191.000
630.424 9183.000
640.424 9183.000
650.424 9183.000
660.424 9175.000
670.424 9183.000
680.424 9183.000
690.424 9183.000
700.424 9183.000
710.424 9183.000
720.424 9175.000
730.424 9175.000
740.424 9175.000
750.424 9175.000
760.424 9167.000
770.424 9167.000
780.424 9159.000
790.424 9159.000
800.424 9151.000
810.424 9151.000
820.424 9151.000
830.424 9151.000
840.424 9151.000
850.424 9151.000
860.424 9143.000
870.424 9143.000
880.424 9143.000
890.424 9143.000
900.424 9143.000
910.424 9135.000
920.424 9135.000
930.424 9135.000
940.424 9135.000
950.424 9135.000
960.424 9127.000
970.424 9135.000
980.424 9127.000
990.424 9135.000
1000.424 9135.000
1010.424 9135.000
1020.424 9127.000
1030.424 9127.000
1040.424 9127.000
1050.424 9127.000
1060.424 9127.000
1070.424 9119.000
1080.424 9119.000
1090.424 9119.000
1100.424 9119.000
1110.424 9111.000
1120.424 9119.000
1130.424 9119.000
1140.424 9119.000
1150.424 9111.000
1160.424 9111.000
1170.424 9111.000
1180.424 9111.000
1190.424 9111.000
1200.424 9111.000
1210.424 9111.000
1220.424 9111.000
1230.424 9111.000
1240.424 9111.000
1250.424 9111.000
1260.424 9111.000
1270.424 9103.000
1280.424 9103.000
1290.424 9111.000
1300.424 9111.000
1310.424 9111.000
1320.424 9111.000
1330.424 9111.000
1340.424 9111.000
1350.424 9111.000
1360.424 9111.000
1370.424 9111.000
1380.424 9111.000
1390.424 9111.000
1400.424 9111.000
1410.424 9103.000
1420.424 9103.000
1430.424 9103.000
1440.424 9095.000
1450.424 9095.000
1460.424 9095.000
1470.424 9095.000
1480.424 9095.000
1490.424 9095.000
1500.424 9095.000
1510.424 9095.000
1520.424 9087.000
1530.424 9095.000
1540.424 9087.000
1550.426 9087.000
1560.424 9087.000
1570.424 9087.000
1580.424 9087.000
1590.424 9087.000
1600.424 9087.000
1610.424 9087.000
1620.426 9087.000
1630.424 9087.000
1640.424 9087.000
1650.424 9087.000
1660.424 9087.000
1670.424 9087.000
1680.424 9087.000
1690.424 9087.000
1690.687 9087.000
1690.709 9087.000
