/usr/lib/jvm/java-8-oracle/bin/java -cp /home/gsd/pgs/ycsb/postgrenosql-binding/conf:/home/gsd/pgs/ycsb/conf:/home/gsd/pgs/ycsb/lib/postgresql-9.4.1212.jre7.jar:/home/gsd/pgs/ycsb/lib/json-simple-1.1.1.jar:/home/gsd/pgs/ycsb/lib/postgrenosql-binding-0.18.0-SNAPSHOT.jar:/home/gsd/pgs/ycsb/lib/HdrHistogram-2.1.11.jar:/home/gsd/pgs/ycsb/lib/core-0.18.0-SNAPSHOT.jar:/home/gsd/pgs/ycsb/lib/jackson-mapper-asl-1.9.4.jar:/home/gsd/pgs/ycsb/lib/slf4j-simple-1.7.13.jar:/home/gsd/pgs/ycsb/lib/jackson-core-asl-1.9.4.jar:/home/gsd/pgs/ycsb/lib/htrace-core4-4.1.0-incubating.jar:/home/gsd/pgs/ycsb/lib/slf4j-api-1.7.13.jar site.ycsb.Client -db site.ycsb.postgrenosql.PostgreNoSQLDBClient -s -P workloads/workloadb -P postgrenosql.properties -t
Command line: -db site.ycsb.postgrenosql.PostgreNoSQLDBClient -s -P workloads/workloadb -P postgrenosql.properties -t
YCSB Client 0.18.0-SNAPSHOT

Loading workload...
Starting test.
Maximum execution time specified as: 2100 secs
2020-03-29 09:29:39:345 0 sec: 0 operations; est completion in 0 second 
2020-03-29 09:29:49:329 10 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-29 09:29:59:328 20 sec: 0 operations; est completion in 106751991167300 days 15 hours 
Init soe select init_soe(1, CAST( get_ftw_oid() as INTEGER), 1, CAST (get_original_index_oid() as INTEGER))
2020-03-29 09:30:09:328 30 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-29 09:30:19:328 40 sec: 0 operations; est completion in 106751991167300 days 15 hours 
Loading oblivious tables.
2020-03-29 09:30:29:328 50 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-29 09:30:39:328 60 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-29 09:30:49:328 70 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-29 09:30:59:329 80 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-29 09:31:09:329 90 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-29 09:31:19:329 100 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-29 09:31:29:328 110 sec: 0 operations; est completion in 106751991167300 days 15 hours 
Load complete
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2020-03-29 09:31:39:328 2 sec: 30 operations; 3 current ops/sec; est completion in 9 days 3 hours [SCAN: Count=30, Max=179071, Min=4712, Avg=75829.53, 90=136319, 99=179071, 99.9=179071, 99.99=179071] 
2020-03-29 09:31:49:328 12 sec: 134 operations; 10.4 current ops/sec; est completion in 10 days 16 hours [SCAN: Count=104, Max=189823, Min=4792, Avg=96306.67, 90=170495, 99=189183, 99.9=189823, 99.99=189823] 
2020-03-29 09:31:59:328 22 sec: 238 operations; 10.4 current ops/sec; est completion in 10 days 21 hours [SCAN: Count=104, Max=200191, Min=4236, Avg=95332.12, 90=173183, 99=192639, 99.9=200191, 99.99=200191] 
2020-03-29 09:32:09:329 32 sec: 334 operations; 9.6 current ops/sec; est completion in 11 days 5 hours [SCAN: Count=96, Max=190207, Min=4752, Avg=103777.62, 90=178175, 99=190207, 99.9=190207, 99.99=190207] 
2020-03-29 09:32:19:328 42 sec: 439 operations; 10.5 current ops/sec; est completion in 11 days 4 hours [SCAN: Count=105, Max=188159, Min=4776, Avg=95015.12, 90=172927, 99=187519, 99.9=188159, 99.99=188159] 
2020-03-29 09:32:29:329 52 sec: 544 operations; 10.5 current ops/sec; est completion in 11 days 3 hours [SCAN: Count=105, Max=188159, Min=4700, Avg=95683.26, 90=175871, 99=187519, 99.9=188159, 99.99=188159] 
2020-03-29 09:32:39:328 62 sec: 640 operations; 9.6 current ops/sec; est completion in 11 days 6 hours [SCAN: Count=96, Max=182527, Min=4556, Avg=104325.75, 90=174079, 99=182527, 99.9=182527, 99.99=182527] 
2020-03-29 09:32:49:328 72 sec: 746 operations; 10.6 current ops/sec; est completion in 11 days 5 hours [SCAN: Count=106, Max=188415, Min=4688, Avg=94725.72, 90=173055, 99=185343, 99.9=188415, 99.99=188415] 
2020-03-29 09:32:59:329 82 sec: 853 operations; 10.7 current ops/sec; est completion in 11 days 4 hours [SCAN: Count=107, Max=189823, Min=4532, Avg=93378.26, 90=179711, 99=189311, 99.9=189823, 99.99=189823] 
2020-03-29 09:33:09:329 92 sec: 960 operations; 10.7 current ops/sec; est completion in 11 days 3 hours [SCAN: Count=107, Max=187007, Min=4540, Avg=93121.98, 90=160639, 99=183935, 99.9=187007, 99.99=187007] 
2020-03-29 09:33:19:328 102 sec: 1053 operations; 9.3 current ops/sec; est completion in 11 days 6 hours [SCAN: Count=93, Max=196351, Min=4564, Avg=107688.62, 90=178303, 99=196351, 99.9=196351, 99.99=196351] 
2020-03-29 09:33:29:328 112 sec: 1160 operations; 10.7 current ops/sec; est completion in 11 days 5 hours [SCAN: Count=107, Max=197375, Min=4532, Avg=93417.36, 90=166783, 99=185855, 99.9=197375, 99.99=197375] 
2020-03-29 09:33:39:328 122 sec: 1256 operations; 9.6 current ops/sec; est completion in 11 days 6 hours [SCAN: Count=96, Max=184319, Min=4632, Avg=103739.98, 90=173567, 99=184319, 99.9=184319, 99.99=184319] 
