/usr/lib/jvm/java-8-oracle/bin/java -cp /home/gsd/pgs/ycsb/postgrenosql-binding/conf:/home/gsd/pgs/ycsb/conf:/home/gsd/pgs/ycsb/lib/postgresql-9.4.1212.jre7.jar:/home/gsd/pgs/ycsb/lib/json-simple-1.1.1.jar:/home/gsd/pgs/ycsb/lib/postgrenosql-binding-0.18.0-SNAPSHOT.jar:/home/gsd/pgs/ycsb/lib/HdrHistogram-2.1.11.jar:/home/gsd/pgs/ycsb/lib/core-0.18.0-SNAPSHOT.jar:/home/gsd/pgs/ycsb/lib/jackson-mapper-asl-1.9.4.jar:/home/gsd/pgs/ycsb/lib/slf4j-simple-1.7.13.jar:/home/gsd/pgs/ycsb/lib/jackson-core-asl-1.9.4.jar:/home/gsd/pgs/ycsb/lib/htrace-core4-4.1.0-incubating.jar:/home/gsd/pgs/ycsb/lib/slf4j-api-1.7.13.jar site.ycsb.Client -db site.ycsb.postgrenosql.PostgreNoSQLDBClient -s -P workloads/workloada -P postgrenosql.properties -t
Command line: -db site.ycsb.postgrenosql.PostgreNoSQLDBClient -s -P workloads/workloada -P postgrenosql.properties -t
YCSB Client 0.18.0-SNAPSHOT

Loading workload...
Starting test.
Maximum execution time specified as: 2100 secs
2020-03-23 01:10:57:617 0 sec: 0 operations; est completion in 0 second 
2020-03-23 01:11:07:601 10 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-23 01:11:17:601 20 sec: 0 operations; est completion in 106751991167300 days 15 hours 
Init soe select init_soe(0, CAST( get_ftw_oid() as INTEGER), 1, CAST (get_original_index_oid() as INTEGER))
Loading oblivious tables.
Load complete
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2020-03-23 01:11:27:601 2 sec: 423 operations; 42.3 current ops/sec; est completion in 14 hours 33 minutes [READ: Count=423, Max=7119, Min=4572, Avg=5096.58, 90=5343, 99=5627, 99.9=7119, 99.99=7119] 
2020-03-23 01:11:37:601 12 sec: 2462 operations; 203.9 current ops/sec; est completion in 13 hours 46 minutes [READ: Count=2040, Max=11647, Min=4268, Avg=4871.74, 90=5183, 99=5319, 99.9=8239, 99.99=11647] 
2020-03-23 01:11:47:601 22 sec: 4519 operations; 205.7 current ops/sec; est completion in 13 hours 39 minutes [READ: Count=2056, Max=11935, Min=4308, Avg=4836.74, 90=5047, 99=5215, 99.9=11671, 99.99=11935] 
2020-03-23 01:11:57:601 32 sec: 6518 operations; 199.9 current ops/sec; est completion in 13 hours 43 minutes [READ: Count=1999, Max=11879, Min=4408, Avg=4971.23, 90=5067, 99=6423, 99.9=11831, 99.99=11879] 
2020-03-23 01:12:07:601 42 sec: 8579 operations; 206.1 current ops/sec; est completion in 13 hours 39 minutes [READ: Count=2062, Max=11799, Min=4284, Avg=4836.39, 90=5023, 99=5219, 99.9=11727, 99.99=11799] 
2020-03-23 01:12:17:601 52 sec: 10610 operations; 203.1 current ops/sec; est completion in 13 hours 39 minutes [READ: Count=2030, Max=11695, Min=4228, Avg=4908.1, 90=5035, 99=5127, 99.9=11503, 99.99=11695] 
2020-03-23 01:12:27:601 62 sec: 12625 operations; 201.5 current ops/sec; est completion in 13 hours 40 minutes [READ: Count=2015, Max=12335, Min=4268, Avg=4948.63, 90=5047, 99=7871, 99.9=11791, 99.99=12335] 
2020-03-23 01:12:37:601 72 sec: 14667 operations; 204.2 current ops/sec; est completion in 13 hours 39 minutes [READ: Count=2043, Max=11783, Min=4300, Avg=4880.16, 90=5031, 99=5727, 99.9=11735, 99.99=11783] 
2020-03-23 01:12:47:601 82 sec: 16709 operations; 204.2 current ops/sec; est completion in 13 hours 38 minutes [READ: Count=2041, Max=11815, Min=4324, Avg=4883.98, 90=5027, 99=5127, 99.9=11743, 99.99=11815] 
2020-03-23 01:12:57:601 92 sec: 18720 operations; 201.1 current ops/sec; est completion in 13 hours 39 minutes [READ: Count=2012, Max=11855, Min=4480, Avg=4954.93, 90=5051, 99=6423, 99.9=11751, 99.99=11855] 
2020-03-23 01:13:07:601 102 sec: 20727 operations; 200.7 current ops/sec; est completion in 13 hours 40 minutes [READ: Count=2006, Max=11959, Min=4632, Avg=4966.96, 90=5047, 99=5791, 99.9=11807, 99.99=11959] 
2020-03-23 01:13:17:601 112 sec: 22740 operations; 201.3 current ops/sec; est completion in 13 hours 40 minutes [READ: Count=2013, Max=11783, Min=4432, Avg=4952.33, 90=5047, 99=6539, 99.9=11727, 99.99=11783] 
2020-03-23 01:13:27:601 122 sec: 24752 operations; 201.2 current ops/sec; est completion in 13 hours 40 minutes [READ: Count=2012, Max=11799, Min=4504, Avg=4954.84, 90=5047, 99=5683, 99.9=11711, 99.99=11799] 
2020-03-23 01:13:37:601 132 sec: 26757 operations; 200.5 current ops/sec; est completion in 13 hours 41 minutes [READ: Count=2006, Max=11895, Min=4592, Avg=4969.73, 90=5043, 99=6455, 99.9=11719, 99.99=11895] 
2020-03-23 01:13:47:601 142 sec: 28782 operations; 202.5 current ops/sec; est completion in 13 hours 41 minutes [READ: Count=2024, Max=11807, Min=4380, Avg=4924.19, 90=5043, 99=5759, 99.9=11711, 99.99=11807] 
2020-03-23 01:13:57:601 152 sec: 30842 operations; 206 current ops/sec; est completion in 13 hours 40 minutes [READ: Count=2061, Max=11871, Min=4256, Avg=4840.46, 90=5039, 99=6391, 99.9=11783, 99.99=11871] 
2020-03-23 01:14:07:601 162 sec: 32846 operations; 200.4 current ops/sec; est completion in 13 hours 40 minutes [READ: Count=2003, Max=11847, Min=4504, Avg=4975.02, 90=5051, 99=6479, 99.9=11775, 99.99=11847] 
2020-03-23 01:14:17:601 172 sec: 34890 operations; 204.4 current ops/sec; est completion in 13 hours 39 minutes [READ: Count=2044, Max=11863, Min=4312, Avg=4879.48, 90=5047, 99=5547, 99.9=11735, 99.99=11863] 
2020-03-23 01:14:27:601 182 sec: 36912 operations; 202.2 current ops/sec; est completion in 13 hours 39 minutes [READ: Count=2022, Max=11767, Min=4296, Avg=4929.19, 90=5047, 99=6391, 99.9=11695, 99.99=11767] 
2020-03-23 01:14:37:601 192 sec: 38918 operations; 200.6 current ops/sec; est completion in 13 hours 39 minutes [READ: Count=2006, Max=11807, Min=4560, Avg=4969.6, 90=5047, 99=6427, 99.9=11751, 99.99=11807] 
2020-03-23 01:14:47:601 202 sec: 40924 operations; 200.6 current ops/sec; est completion in 13 hours 40 minutes [READ: Count=2006, Max=11895, Min=4592, Avg=4970, 90=5051, 99=6499, 99.9=11759, 99.99=11895] 
2020-03-23 01:14:57:601 212 sec: 42930 operations; 200.6 current ops/sec; est completion in 13 hours 40 minutes [READ: Count=2006, Max=11887, Min=4496, Avg=4969.22, 90=5047, 99=6463, 99.9=11743, 99.99=11887] 
2020-03-23 01:15:07:601 222 sec: 44929 operations; 199.9 current ops/sec; est completion in 13 hours 40 minutes [READ: Count=1999, Max=11895, Min=4544, Avg=4984.83, 90=5051, 99=7839, 99.9=11823, 99.99=11895] 
2020-03-23 01:15:17:602 232 sec: 46948 operations; 201.9 current ops/sec; est completion in 13 hours 40 minutes [READ: Count=2019, Max=11855, Min=4284, Avg=4939.54, 90=5039, 99=6583, 99.9=11743, 99.99=11855] 
