/usr/lib/jvm/java-8-oracle/bin/java -cp /home/gsd/pgs/ycsb/postgrenosql-binding/conf:/home/gsd/pgs/ycsb/conf:/home/gsd/pgs/ycsb/lib/postgresql-9.4.1212.jre7.jar:/home/gsd/pgs/ycsb/lib/json-simple-1.1.1.jar:/home/gsd/pgs/ycsb/lib/postgrenosql-binding-0.18.0-SNAPSHOT.jar:/home/gsd/pgs/ycsb/lib/HdrHistogram-2.1.11.jar:/home/gsd/pgs/ycsb/lib/core-0.18.0-SNAPSHOT.jar:/home/gsd/pgs/ycsb/lib/jackson-mapper-asl-1.9.4.jar:/home/gsd/pgs/ycsb/lib/slf4j-simple-1.7.13.jar:/home/gsd/pgs/ycsb/lib/jackson-core-asl-1.9.4.jar:/home/gsd/pgs/ycsb/lib/htrace-core4-4.1.0-incubating.jar:/home/gsd/pgs/ycsb/lib/slf4j-api-1.7.13.jar site.ycsb.Client -db site.ycsb.postgrenosql.PostgreNoSQLDBClient -s -P workloads/workloada -P postgrenosql.properties -t
Command line: -db site.ycsb.postgrenosql.PostgreNoSQLDBClient -s -P workloads/workloada -P postgrenosql.properties -t
YCSB Client 0.18.0-SNAPSHOT

Loading workload...
Starting test.
Maximum execution time specified as: 2100 secs
2020-03-22 22:15:28:305 0 sec: 0 operations; est completion in 0 second 
2020-03-22 22:15:38:289 10 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-22 22:15:48:289 20 sec: 0 operations; est completion in 106751991167300 days 15 hours 
Init soe select init_soe(0, CAST( get_ftw_oid() as INTEGER), 1, CAST (get_original_index_oid() as INTEGER))
Loading oblivious tables.
Load complete
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2020-03-22 22:15:58:288 2 sec: 631 operations; 63.1 current ops/sec; est completion in 10 hours 51 minutes [READ: Count=632, Max=8919, Min=3184, Avg=3763.68, 90=4167, 99=6251, 99.9=8919, 99.99=8919] 
2020-03-22 22:16:08:289 12 sec: 3473 operations; 284.2 current ops/sec; est completion in 9 hours 58 minutes [READ: Count=2842, Max=9191, Min=3106, Avg=3500.7, 90=3835, 99=4011, 99.9=9143, 99.99=9191] 
2020-03-22 22:16:18:289 22 sec: 6128 operations; 265.5 current ops/sec; est completion in 10 hours 10 minutes [READ: Count=2654, Max=9319, Min=3118, Avg=3736.19, 90=3871, 99=5387, 99.9=9287, 99.99=9319] 
2020-03-22 22:16:28:289 32 sec: 8801 operations; 267.3 current ops/sec; est completion in 10 hours 14 minutes [READ: Count=2673, Max=10623, Min=3142, Avg=3724.04, 90=3855, 99=5555, 99.9=9335, 99.99=10623] 
2020-03-22 22:16:38:289 42 sec: 11418 operations; 261.7 current ops/sec; est completion in 10 hours 19 minutes [READ: Count=2617, Max=10575, Min=3484, Avg=3803.5, 90=3865, 99=5487, 99.9=9335, 99.99=10575] 
2020-03-22 22:16:48:289 52 sec: 14108 operations; 269 current ops/sec; est completion in 10 hours 18 minutes [READ: Count=2690, Max=9351, Min=3126, Avg=3702.6, 90=3859, 99=5431, 99.9=9263, 99.99=9351] 
2020-03-22 22:16:58:289 62 sec: 16720 operations; 261.2 current ops/sec; est completion in 10 hours 21 minutes [READ: Count=2612, Max=11199, Min=3470, Avg=3810.4, 90=3857, 99=6543, 99.9=9359, 99.99=11199] 
2020-03-22 22:17:08:289 72 sec: 19364 operations; 264.4 current ops/sec; est completion in 10 hours 22 minutes [READ: Count=2644, Max=9319, Min=3182, Avg=3765.2, 90=3863, 99=5527, 99.9=9255, 99.99=9319] 
2020-03-22 22:17:18:289 82 sec: 22046 operations; 268.2 current ops/sec; est completion in 10 hours 22 minutes [READ: Count=2682, Max=9375, Min=3120, Avg=3714.25, 90=3863, 99=5519, 99.9=9271, 99.99=9375] 
2020-03-22 22:17:28:289 92 sec: 24683 operations; 263.7 current ops/sec; est completion in 10 hours 22 minutes [READ: Count=2637, Max=9295, Min=3188, Avg=3773.82, 90=3857, 99=5423, 99.9=9231, 99.99=9295] 
2020-03-22 22:17:38:289 102 sec: 27329 operations; 264.6 current ops/sec; est completion in 10 hours 23 minutes [READ: Count=2646, Max=9303, Min=3088, Avg=3763.01, 90=3857, 99=5475, 99.9=9247, 99.99=9303] 
2020-03-22 22:17:48:289 112 sec: 29980 operations; 265.1 current ops/sec; est completion in 10 hours 23 minutes [READ: Count=2651, Max=9271, Min=3188, Avg=3754.6, 90=3863, 99=4879, 99.9=9223, 99.99=9271] 
2020-03-22 22:17:58:289 122 sec: 32600 operations; 262 current ops/sec; est completion in 10 hours 24 minutes [READ: Count=2620, Max=9311, Min=3478, Avg=3799.57, 90=3861, 99=5523, 99.9=9263, 99.99=9311] 
2020-03-22 22:18:08:289 132 sec: 35272 operations; 267.2 current ops/sec; est completion in 10 hours 23 minutes [READ: Count=2672, Max=9231, Min=3262, Avg=3726.42, 90=3845, 99=4323, 99.9=9191, 99.99=9231] 
2020-03-22 22:18:18:289 142 sec: 37877 operations; 260.5 current ops/sec; est completion in 10 hours 24 minutes [READ: Count=2605, Max=9295, Min=3484, Avg=3820.83, 90=3871, 99=6503, 99.9=9271, 99.99=9295] 
2020-03-22 22:18:28:289 152 sec: 40507 operations; 263 current ops/sec; est completion in 10 hours 24 minutes [READ: Count=2630, Max=9295, Min=3340, Avg=3784.17, 90=3857, 99=5527, 99.9=9271, 99.99=9295] 
2020-03-22 22:18:38:289 162 sec: 43147 operations; 264 current ops/sec; est completion in 10 hours 24 minutes [READ: Count=2641, Max=9303, Min=3432, Avg=3770, 90=3855, 99=4863, 99.9=9207, 99.99=9303] 
2020-03-22 22:18:48:288 172 sec: 45790 operations; 264.3 current ops/sec; est completion in 10 hours 24 minutes [READ: Count=2642, Max=9455, Min=3126, Avg=3767.49, 90=3865, 99=5451, 99.9=9255, 99.99=9455] 
2020-03-22 22:18:58:289 182 sec: 48424 operations; 263.4 current ops/sec; est completion in 10 hours 24 minutes [READ: Count=2635, Max=9391, Min=3152, Avg=3778.12, 90=3857, 99=5467, 99.9=9295, 99.99=9391] 
2020-03-22 22:19:08:289 192 sec: 51047 operations; 262.3 current ops/sec; est completion in 10 hours 25 minutes [READ: Count=2623, Max=9247, Min=3458, Avg=3795.08, 90=3875, 99=5487, 99.9=9199, 99.99=9247] 
2020-03-22 22:19:18:289 202 sec: 53667 operations; 262 current ops/sec; est completion in 10 hours 25 minutes [READ: Count=2619, Max=9295, Min=3126, Avg=3801.33, 90=3863, 99=6579, 99.9=9279, 99.99=9295] 
2020-03-22 22:19:28:290 212 sec: 56290 operations; 262.3 current ops/sec; est completion in 10 hours 25 minutes [READ: Count=2623, Max=9311, Min=3476, Avg=3794.1, 90=3859, 99=6479, 99.9=9207, 99.99=9311] 
2020-03-22 22:19:38:289 222 sec: 58928 operations; 263.8 current ops/sec; est completion in 10 hours 25 minutes [READ: Count=2638, Max=9375, Min=3164, Avg=3773.36, 90=3857, 99=5423, 99.9=9215, 99.99=9375] 
2020-03-22 22:19:48:289 232 sec: 61603 operations; 267.5 current ops/sec; est completion in 10 hours 25 minutes [READ: Count=2675, Max=9303, Min=3132, Avg=3722.91, 90=3849, 99=4439, 99.9=9159, 99.99=9303] 
2020-03-22 22:19:58:289 242 sec: 64237 operations; 263.4 current ops/sec; est completion in 10 hours 25 minutes [READ: Count=2634, Max=10959, Min=3512, Avg=3787.06, 90=3853, 99=5451, 99.9=9271, 99.99=10959] 
2020-03-22 22:20:08:289 252 sec: 66888 operations; 265.1 current ops/sec; est completion in 10 hours 24 minutes [READ: Count=2652, Max=9335, Min=3322, Avg=3761.96, 90=3851, 99=5387, 99.9=9223, 99.99=9335] 
2020-03-22 22:20:18:289 262 sec: 69522 operations; 263.4 current ops/sec; est completion in 10 hours 24 minutes [READ: Count=2634, Max=9367, Min=3204, Avg=3787.39, 90=3877, 99=6539, 99.9=9239, 99.99=9367] 
2020-03-22 22:20:28:289 272 sec: 72190 operations; 266.8 current ops/sec; est completion in 10 hours 24 minutes [READ: Count=2667, Max=9335, Min=3138, Avg=3740.72, 90=3861, 99=6555, 99.9=9311, 99.99=9335] 
2020-03-22 22:20:38:289 282 sec: 74818 operations; 262.8 current ops/sec; est completion in 10 hours 24 minutes [READ: Count=2629, Max=9279, Min=3430, Avg=3794.71, 90=3859, 99=6243, 99.9=9263, 99.99=9279] 
2020-03-22 22:20:48:289 292 sec: 77425 operations; 260.7 current ops/sec; est completion in 10 hours 24 minutes [READ: Count=2606, Max=9311, Min=3432, Avg=3827.27, 90=3879, 99=6539, 99.9=9255, 99.99=9311] 
2020-03-22 22:20:58:296 302 sec: 80025 operations; 260 current ops/sec; est completion in 10 hours 24 minutes [READ: Count=2601, Max=9423, Min=3454, Avg=3838.08, 90=3871, 99=6603, 99.9=9271, 99.99=9423] 
2020-03-22 22:21:08:289 312 sec: 82663 operations; 263.8 current ops/sec; est completion in 10 hours 24 minutes [READ: Count=2637, Max=9311, Min=3262, Avg=3779.75, 90=3857, 99=5499, 99.9=9279, 99.99=9311] 
2020-03-22 22:21:18:289 322 sec: 85287 operations; 262.4 current ops/sec; est completion in 10 hours 24 minutes [READ: Count=2625, Max=9351, Min=3204, Avg=3801.31, 90=3873, 99=6587, 99.9=9295, 99.99=9351] 
2020-03-22 22:21:28:289 332 sec: 87922 operations; 263.5 current ops/sec; est completion in 10 hours 24 minutes [READ: Count=2634, Max=9335, Min=3420, Avg=3785.69, 90=3857, 99=5519, 99.9=9223, 99.99=9335] 
2020-03-22 22:21:38:289 342 sec: 90556 operations; 263.4 current ops/sec; est completion in 10 hours 24 minutes [READ: Count=2634, Max=9367, Min=3382, Avg=3786.98, 90=3855, 99=5715, 99.9=9295, 99.99=9367] 
2020-03-22 22:21:48:289 352 sec: 93175 operations; 261.9 current ops/sec; est completion in 10 hours 24 minutes [READ: Count=2619, Max=9359, Min=3302, Avg=3808.14, 90=3861, 99=6471, 99.9=9327, 99.99=9359] 
2020-03-22 22:21:58:289 362 sec: 95832 operations; 265.7 current ops/sec; est completion in 10 hours 24 minutes [READ: Count=2657, Max=9279, Min=3190, Avg=3754.8, 90=3843, 99=5403, 99.9=9255, 99.99=9279] 
2020-03-22 22:22:08:289 372 sec: 98497 operations; 266.5 current ops/sec; est completion in 10 hours 24 minutes [READ: Count=2665, Max=9319, Min=3198, Avg=3743.88, 90=3847, 99=5471, 99.9=9255, 99.99=9319] 
2020-03-22 22:22:18:288 382 sec: 101126 operations; 262.9 current ops/sec; est completion in 10 hours 23 minutes [READ: Count=2629, Max=9231, Min=3470, Avg=3794.8, 90=3863, 99=5523, 99.9=9191, 99.99=9231] 
2020-03-22 22:22:28:289 392 sec: 103766 operations; 264 current ops/sec; est completion in 10 hours 23 minutes [READ: Count=2640, Max=9351, Min=3406, Avg=3778.39, 90=3847, 99=5523, 99.9=9207, 99.99=9351] 
2020-03-22 22:22:38:289 402 sec: 106392 operations; 262.6 current ops/sec; est completion in 10 hours 23 minutes [READ: Count=2626, Max=9311, Min=3156, Avg=3798.6, 90=3867, 99=6555, 99.9=9247, 99.99=9311] 
2020-03-22 22:22:48:289 412 sec: 109060 operations; 266.8 current ops/sec; est completion in 10 hours 23 minutes [READ: Count=2668, Max=9311, Min=3152, Avg=3739.87, 90=3851, 99=5547, 99.9=9295, 99.99=9311] 
2020-03-22 22:22:58:289 422 sec: 111689 operations; 262.9 current ops/sec; est completion in 10 hours 23 minutes [READ: Count=2629, Max=9295, Min=3394, Avg=3790.89, 90=3863, 99=5527, 99.9=9231, 99.99=9295] 
2020-03-22 22:23:08:289 432 sec: 114333 operations; 264.4 current ops/sec; est completion in 10 hours 23 minutes [READ: Count=2644, Max=9351, Min=3462, Avg=3773.98, 90=3859, 99=4847, 99.9=9303, 99.99=9351] 
2020-03-22 22:23:18:289 442 sec: 116938 operations; 260.5 current ops/sec; est completion in 10 hours 23 minutes [READ: Count=2605, Max=9351, Min=3468, Avg=3831.22, 90=3871, 99=6603, 99.9=9303, 99.99=9351] 
2020-03-22 22:23:28:289 452 sec: 119582 operations; 264.4 current ops/sec; est completion in 10 hours 23 minutes [READ: Count=2644, Max=9335, Min=3206, Avg=3773.81, 90=3857, 99=5539, 99.9=9295, 99.99=9335] 
2020-03-22 22:23:38:289 462 sec: 122212 operations; 263 current ops/sec; est completion in 10 hours 22 minutes [READ: Count=2630, Max=9335, Min=3436, Avg=3794.5, 90=3865, 99=5563, 99.9=9239, 99.99=9335] 
2020-03-22 22:23:48:289 472 sec: 124844 operations; 263.2 current ops/sec; est completion in 10 hours 22 minutes [READ: Count=2632, Max=9335, Min=3398, Avg=3791.2, 90=3865, 99=5483, 99.9=9279, 99.99=9335] 
2020-03-22 22:23:58:289 482 sec: 127487 operations; 264.3 current ops/sec; est completion in 10 hours 22 minutes [READ: Count=2643, Max=9343, Min=3258, Avg=3775.38, 90=3853, 99=5447, 99.9=9255, 99.99=9343] 
2020-03-22 22:24:08:289 492 sec: 130128 operations; 264.1 current ops/sec; est completion in 10 hours 22 minutes [READ: Count=2641, Max=9263, Min=3450, Avg=3777.24, 90=3859, 99=4863, 99.9=9191, 99.99=9263] 
2020-03-22 22:24:18:288 502 sec: 132754 operations; 262.6 current ops/sec; est completion in 10 hours 22 minutes [READ: Count=2626, Max=9471, Min=3222, Avg=3801.09, 90=3863, 99=6567, 99.9=9319, 99.99=9471] 
2020-03-22 22:24:28:289 512 sec: 135440 operations; 268.6 current ops/sec; est completion in 10 hours 22 minutes [READ: Count=2686, Max=9319, Min=3128, Avg=3714.82, 90=3829, 99=5475, 99.9=9199, 99.99=9319] 
2020-03-22 22:24:38:289 522 sec: 138079 operations; 263.9 current ops/sec; est completion in 10 hours 21 minutes [READ: Count=2639, Max=9343, Min=3160, Avg=3782.01, 90=3859, 99=5631, 99.9=9231, 99.99=9343] 
2020-03-22 22:24:48:288 532 sec: 140681 operations; 260.2 current ops/sec; est completion in 10 hours 21 minutes [READ: Count=2602, Max=9319, Min=3418, Avg=3834.56, 90=3871, 99=6603, 99.9=9223, 99.99=9319] 
2020-03-22 22:24:58:289 542 sec: 143372 operations; 269.1 current ops/sec; est completion in 10 hours 21 minutes [READ: Count=2691, Max=9295, Min=3110, Avg=3709.68, 90=3843, 99=5463, 99.9=9287, 99.99=9295] 
2020-03-22 22:25:08:289 552 sec: 146043 operations; 267.1 current ops/sec; est completion in 10 hours 21 minutes [READ: Count=2671, Max=9295, Min=3180, Avg=3736.31, 90=3849, 99=5483, 99.9=9239, 99.99=9295] 
2020-03-22 22:25:18:289 562 sec: 148711 operations; 266.8 current ops/sec; est completion in 10 hours 21 minutes [READ: Count=2668, Max=9303, Min=3152, Avg=3740.43, 90=3847, 99=5459, 99.9=9231, 99.99=9303] 
2020-03-22 22:25:28:289 572 sec: 151349 operations; 263.8 current ops/sec; est completion in 10 hours 20 minutes [READ: Count=2638, Max=9303, Min=3170, Avg=3782.66, 90=3861, 99=5535, 99.9=9263, 99.99=9303] 
2020-03-22 22:25:38:289 582 sec: 154001 operations; 265.2 current ops/sec; est completion in 10 hours 20 minutes [READ: Count=2652, Max=9271, Min=3222, Avg=3763.09, 90=3849, 99=5443, 99.9=9207, 99.99=9271] 
2020-03-22 22:25:48:289 592 sec: 156636 operations; 263.5 current ops/sec; est completion in 10 hours 20 minutes [READ: Count=2635, Max=9279, Min=3160, Avg=3786.87, 90=3867, 99=6615, 99.9=9263, 99.99=9279] 
2020-03-22 22:25:58:289 602 sec: 159276 operations; 264 current ops/sec; est completion in 10 hours 20 minutes [READ: Count=2640, Max=9263, Min=3174, Avg=3779.82, 90=3863, 99=6567, 99.9=9247, 99.99=9263] 
2020-03-22 22:26:08:289 612 sec: 161898 operations; 262.2 current ops/sec; est completion in 10 hours 20 minutes [READ: Count=2622, Max=9335, Min=3196, Avg=3805.42, 90=3861, 99=6571, 99.9=9247, 99.99=9335] 
