/usr/lib/jvm/java-8-oracle/bin/java -cp /home/gsd/pgs/ycsb/postgrenosql-binding/conf:/home/gsd/pgs/ycsb/conf:/home/gsd/pgs/ycsb/lib/postgresql-9.4.1212.jre7.jar:/home/gsd/pgs/ycsb/lib/json-simple-1.1.1.jar:/home/gsd/pgs/ycsb/lib/postgrenosql-binding-0.18.0-SNAPSHOT.jar:/home/gsd/pgs/ycsb/lib/HdrHistogram-2.1.11.jar:/home/gsd/pgs/ycsb/lib/core-0.18.0-SNAPSHOT.jar:/home/gsd/pgs/ycsb/lib/jackson-mapper-asl-1.9.4.jar:/home/gsd/pgs/ycsb/lib/slf4j-simple-1.7.13.jar:/home/gsd/pgs/ycsb/lib/jackson-core-asl-1.9.4.jar:/home/gsd/pgs/ycsb/lib/htrace-core4-4.1.0-incubating.jar:/home/gsd/pgs/ycsb/lib/slf4j-api-1.7.13.jar site.ycsb.Client -db site.ycsb.postgrenosql.PostgreNoSQLDBClient -s -P workloads/workloada -P postgrenosql.properties -t
Command line: -db site.ycsb.postgrenosql.PostgreNoSQLDBClient -s -P workloads/workloada -P postgrenosql.properties -t
YCSB Client 0.18.0-SNAPSHOT

Loading workload...
Starting test.
Maximum execution time specified as: 2100 secs
2020-03-23 00:00:45:779 0 sec: 0 operations; est completion in 0 second 
2020-03-23 00:00:55:765 10 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-23 00:01:05:765 20 sec: 0 operations; est completion in 106751991167300 days 15 hours 
Init soe select init_soe(0, CAST( get_ftw_oid() as INTEGER), 1, CAST (get_original_index_oid() as INTEGER))
Loading oblivious tables.
Load complete
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2020-03-23 00:01:15:765 2 sec: 626 operations; 62.6 current ops/sec; est completion in 10 hours 58 minutes [READ: Count=626, Max=5743, Min=3392, Avg=3836.53, 90=4063, 99=4723, 99.9=5743, 99.99=5743] 
2020-03-23 00:01:25:765 12 sec: 3414 operations; 278.8 current ops/sec; est completion in 10 hours 8 minutes [READ: Count=2789, Max=9247, Min=3112, Avg=3564.32, 90=3841, 99=3993, 99.9=7339, 99.99=9247] 
2020-03-23 00:01:35:765 22 sec: 6071 operations; 265.7 current ops/sec; est completion in 10 hours 16 minutes [READ: Count=2656, Max=10359, Min=3132, Avg=3735.22, 90=3881, 99=6519, 99.9=9247, 99.99=10359] 
2020-03-23 00:01:45:766 32 sec: 8741 operations; 267 current ops/sec; est completion in 10 hours 18 minutes [READ: Count=2670, Max=9383, Min=3142, Avg=3727.09, 90=3857, 99=5495, 99.9=9311, 99.99=9383] 
2020-03-23 00:01:55:765 42 sec: 11379 operations; 263.8 current ops/sec; est completion in 10 hours 21 minutes [READ: Count=2638, Max=10279, Min=3152, Avg=3771.24, 90=3873, 99=6515, 99.9=9287, 99.99=10279] 
2020-03-23 00:02:05:765 52 sec: 14044 operations; 266.5 current ops/sec; est completion in 10 hours 21 minutes [READ: Count=2666, Max=11479, Min=3136, Avg=3734.63, 90=3859, 99=4907, 99.9=9311, 99.99=11479] 
2020-03-23 00:02:15:765 62 sec: 16723 operations; 267.9 current ops/sec; est completion in 10 hours 21 minutes [READ: Count=2678, Max=9319, Min=3094, Avg=3716.83, 90=3851, 99=5403, 99.9=9263, 99.99=9319] 
2020-03-23 00:02:25:765 72 sec: 19317 operations; 259.4 current ops/sec; est completion in 10 hours 24 minutes [READ: Count=2594, Max=9351, Min=3398, Avg=3834.94, 90=3879, 99=6571, 99.9=9247, 99.99=9351] 
2020-03-23 00:02:35:765 82 sec: 21893 operations; 257.6 current ops/sec; est completion in 10 hours 26 minutes [READ: Count=2577, Max=9407, Min=3400, Avg=3861.87, 90=3885, 99=6659, 99.9=9327, 99.99=9407] 
2020-03-23 00:02:45:766 92 sec: 24517 operations; 262.4 current ops/sec; est completion in 10 hours 27 minutes [READ: Count=2623, Max=9319, Min=3478, Avg=3792.68, 90=3867, 99=5463, 99.9=9279, 99.99=9319] 
2020-03-23 00:02:55:765 102 sec: 27208 operations; 269.1 current ops/sec; est completion in 10 hours 26 minutes [READ: Count=2691, Max=9311, Min=3114, Avg=3699.98, 90=3851, 99=5503, 99.9=9247, 99.99=9311] 
