# NRows Mean     Lower    Upper   
      4 885.87   882.89   888.84  
      6 746.71   743.97   749.45  
      8 408.45   407.99   408.91  
     10 344.30   342.60   346.01  
     12 264.00   263.12   264.88  
     14 218.48   217.80   219.15  
     16 158.10   157.93   158.27  
