#tableofile tablestash level2ofile level2stash level1ofile level1stash prf
Forestoram 0.40857 0.19993 0.19423 0.09781 0.05546 0.03182 0.01219
Pathoram 0.51702 0.01544 0.44995 0.01107 0 0 0.00653
