4 264.0696355 263.7167441 264.4225269
6 201.6188108 201.4213518 201.8162698
8 102.5357712 102.2790183 102.7925241
10 84.67962968 83.40219892 85.95706044
12 72.91806081 72.84968898 72.98643264
14 63.62106407 63.4959736 63.74615453
16 40.15778466 40.1428067 40.17276263
