4 885.864469 882.5402999 889.1886382
6 746.7112422 743.6487288 749.7737557
8 408.4485356 407.9332341 408.9638372
10 344.3023603 342.3962649 346.2084557
12 264.0007114 263.0127217 264.9887012
14 218.4752791 217.7234635 219.2270946
16 158.0979792 157.9040438 158.2919146
