264.07	3776.30 3772.01 3780.59
201.62	4949.46 4944.96 4953.96
102.53	9739.24 9717.39 9761.08
84.68	11796.86 11634.35 11959.37
72.92	13698.52 13687.10 13709.94
63.62	15700.87 15673.36 15728.38
40.16	24876.05 24867.79 24884.30
