4 28.026 27.964 27.964 28.130 27.975
6 28.219 28.119 28.242 28.174 28.163
8 28.526 28.521 28.684 28.705 28.660
10 31.672 31.584 31.697 31.638 31.683
12 46.502 46.507 46.510 46.437 46.538
14 120.897 118.085 117.984 118.190 118.332
16 385.667 380.526 380.587 379.296 379.235
