4	7.920	28.023	27.810	27.897	27.926
6	28.091	28.016	27.880	27.910	28.194
8	28.483	28.533	28.504	28.375	28.555
10	30.974	31.164	30.949	30.947	30.982
12	43.366	43.390	43.437	43.530	43.458
14	103.356	103.590	103.508	103.449	103.288
16	346.494	345.460	346.192	346.267	346.665
